,날짜,요일,영화명,매출액,매출액점유율,매출액증감,누적매출액,관객수,관객수증감,누적관객수,스크린수,상영횟수
8,2018년 02월 22일,thu,명탐정 코난:감벽의 관,"42,510,700",1.8%,"-18,898,100
(-30.8%)","1,462,429,700","6,280","-2,674
(-29.9%)","196,671",268,350
9,2018년 02월 22일,thu,코코,"42,737,800",1.8%,"-11,003,200
(-20.5%)","27,318,076,340","5,957","-1,440
(-19.5%)","3,461,169",231,324
0,2018년 02월 23일,fri,블랙 팬서,"1,293,984,846",42.4%,"288,873,446
(28.7%)","33,759,605,664","148,541","21,199
(16.6%)","3,935,992","1,203","5,692"
1,2018년 02월 23일,fri,월요이 사라졌다,"386,180,300",12.6%,"175,400,400
(83.2%)","616,131,000","44,364","17,789
(66.9%)","73,613",267,"1,157"
2,2018년 02월 23일,fri,골든슬럼버,"296,606,354",9.7%,"43,636,054
(17.2%)","9,943,121,436","35,745","2,240
(6.7%)","1,205,130",635,"2,575"
3,2018년 02월 23일,fri,조선명탐정: 흡혈괴마의 비밀,"259,659,481",8.5%,"35,577,081
(15.9%)","18,463,620,784","32,121","1,574
(5.2%)","2,272,021",636,"2,363"
4,2018년 02월 23일,fri,셰이프 오브 워터: 사랑의 모양,"242,700,873",7.9%,"66,619,173
(37.8%)","484,995,373","27,688","5,028
(22.2%)","57,634",275,973
5,2018년 02월 23일,fri,50가지 그림자: 해방,"183,212,600",6.0%,"39,483,500
(27.5%)","497,180,000","20,004","2,075
(11.6%)","59,283",189,879
6,2018년 02월 23일,fri,흥부: 글로 세상을 바꾼 자,"62,295,300",2.0%,"6,905,000
(12.5%)","3,158,780,400","8,045","415
(5.4%)","386,944",391,868
7,2018년 02월 23일,fri,패딩턴 2,"52,655,700",1.7%,"10,663,200
(25.4%)","1,991,339,500","7,099","766
(12.1%)","262,931",197,259
8,2018년 02월 23일,fri,코코,"47,641,300",1.6%,"4,903,500
(11.5%)","27,365,717,640","5,964","7
(0.1%)","3,467,133",233,326
9,2018년 02월 23일,fri,명탐정 코난:감벽의 관,"43,403,800",1.4%,"893,100
(2.1%)","1,505,833,500","5,799","-481
(-7.7%)","202,470",278,365
0,2018년 02월 24일,sat,블랙 팬서,"2,679,264,238",45.3%,"1,385,279,392
(107.1%)","36,438,869,902","307,400","158,859
(106.9%)","4,243,392","1,242","6,046"
1,2018년 02월 24일,sat,월요이 사라졌다,"790,327,400",13.4%,"404,147,100
(104.7%)","1,406,458,400","91,326","46,962
(105.9%)","164,939",309,"1,273"
2,2018년 02월 24일,sat,골든슬럼버,"552,197,762",9.3%,"255,591,408
(86.2%)","10,495,319,198","65,523","29,778
(83.3%)","1,270,653",684,"2,489"
3,2018년 02월 24일,sat,조선명탐정: 흡혈괴마의 비밀,"505,632,880",8.5%,"245,973,399
(94.7%)","18,969,253,664","61,788","29,667
(92.4%)","2,333,809",635,"2,286"
4,2018년 02월 24일,sat,셰이프 오브 워터: 사랑의 모양,"488,232,582",8.2%,"245,531,709
(101.2%)","973,227,955","55,749","28,061
(101.3%)","113,383",404,"1,312"
5,2018년 02월 24일,sat,50가지 그림자: 해방,"283,768,400",4.8%,"100,555,800
(54.9%)","780,948,400","30,982","10,978
(54.9%)","90,265",213,973
6,2018년 02월 24일,sat,패딩턴 2,"96,199,700",1.6%,"43,544,000
(82.7%)","2,087,539,200","12,545","5,446
(76.7%)","275,476",258,364
7,2018년 02월 24일,sat,명탐정 코난:감벽의 관,"89,622,700",1.5%,"46,218,900
(106.5%)","1,595,456,200","11,812","6,013
(103.7%)","214,282",312,432
8,2018년 02월 24일,sat,코코,"87,615,900",1.5%,"39,974,600
(83.9%)","27,453,333,540","10,825","4,861
(81.5%)","3,477,958",265,374
9,2018년 02월 24일,sat,흥부: 글로 세상을 바꾼 자,"78,189,600",1.3%,"15,894,300
(25.5%)","3,236,970,000","9,775","1,730
(21.5%)","396,719",376,724
0,2018년 02월 25일,sun,블랙 팬서,"2,202,867,200",41.7%,"-476,397,038
(-17.8%)","38,641,737,102","253,217","-54,183
(-17.6%)","4,496,609","1,230","5,847"
1,2018년 02월 25일,sun,월요이 사라졌다,"895,594,600",17.0%,"105,267,200
(13.3%)","2,302,053,000","102,956","11,630
(12.7%)","267,895",355,"1,379"
2,2018년 02월 25일,sun,골든슬럼버,"482,566,400",9.1%,"-69,631,362
(-12.6%)","10,977,885,598","56,939","-8,584
(-13.1%)","1,327,592",670,"2,369"
3,2018년 02월 25일,sun,조선명탐정: 흡혈괴마의 비밀,"438,188,900",8.3%,"-67,443,980
(-13.3%)","19,407,442,564","52,916","-8,872
(-14.4%)","2,386,725",625,"2,160"
4,2018년 02월 25일,sun,셰이프 오브 워터: 사랑의 모양,"432,032,300",8.2%,"-56,200,282
(-11.5%)","1,405,260,255","49,177","-6,572
(-11.8%)","162,560",397,"1,298"
5,2018년 02월 25일,sun,50가지 그림자: 해방,"245,189,900",4.6%,"-38,578,500
(-13.6%)","1,026,138,300","26,327","-4,655
(-15.0%)","116,592",212,952
6,2018년 02월 25일,sun,패딩턴 2,"96,243,400",1.8%,"43,700
(0.0%)","2,183,782,600","12,400","-145
(-1.2%)","287,876",252,363
7,2018년 02월 25일,sun,명탐정 코난:감벽의 관,"92,745,700",1.8%,"3,123,000
(3.5%)","1,688,201,900","12,005","193
(1.6%)","226,287",304,422
8,2018년 02월 25일,sun,코코,"90,254,800",1.7%,"2,638,900
(3.0%)","27,543,588,340","11,025","200
(1.8%)","3,488,983",272,384
9,2018년 02월 25일,sun,흥부: 글로 세상을 바꾼 자,"63,783,200",1.2%,"-14,406,400
(-18.4%)","3,300,753,200","7,930","-1,845
(-18.9%)","404,649",339,650
0,2018년 02월 26일,mon,블랙 팬서,"713,499,400",33.7%,"-1,489,367,800
(-67.6%)","39,355,236,502","91,512","-161,705
(-63.9%)","4,588,121","1,153","5,368"
1,2018년 02월 26일,mon,월요이 사라졌다,"497,535,200",23.5%,"-398,059,400
(-44.4%)","2,799,588,200","62,049","-40,907
(-39.7%)","329,944",339,"1,438"
2,2018년 02월 26일,mon,셰이프 오브 워터: 사랑의 모양,"197,541,000",9.3%,"-234,491,300
(-54.3%)","1,602,801,255","25,254","-23,923
(-48.6%)","187,814",351,"1,337"
3,2018년 02월 26일,mon,골든슬럼버,"161,209,400",7.6%,"-321,357,000
(-66.6%)","11,139,094,998","21,702","-35,237
(-61.9%)","1,349,294",592,"2,213"
4,2018년 02월 26일,mon,조선명탐정: 흡혈괴마의 비밀,"147,018,300",6.9%,"-291,170,600
(-66.4%)","19,554,460,864","20,042","-32,874
(-62.1%)","2,406,767",559,"2,034"
5,2018년 02월 26일,mon,50가지 그림자: 해방,"109,711,100",5.2%,"-135,478,800
(-55.3%)","1,135,849,400","13,680","-12,647
(-48.0%)","130,272",198,905
6,2018년 02월 26일,mon,패딩턴 2,"45,566,700",2.2%,"-50,676,700
(-52.7%)","2,229,349,300","6,724","-5,676
(-45.8%)","294,600",204,301
7,2018년 02월 26일,mon,코코,"38,810,600",1.8%,"-51,444,200
(-57.0%)","27,582,398,940","5,478","-5,547
(-50.3%)","3,494,461",234,341
8,2018년 02월 26일,mon,반딧불이 딘딘,"31,195,400",1.5%,"-11,802,500
(-27.4%)","169,504,000","4,716","-928
(-16.4%)","23,920",270,329
9,2018년 02월 26일,mon,명탐정 코난:감벽의 관,"29,323,500",1.4%,"-63,422,200
(-68.4%)","1,717,525,400","4,309","-7,696
(-64.1%)","230,596",281,371
0,2018년 02월 27일,tue,블랙 팬서,"673,110,600",31.0%,"-40,388,800
(-5.7%)","40,028,347,102","87,081","-4,431
(-4.8%)","4,675,202","1,153","5,316"
1,2018년 02월 27일,tue,월요이 사라졌다,"466,918,200",21.5%,"-30,617,000
(-6.2%)","3,266,506,400","58,433","-3,616
(-5.8%)","388,377",353,"1,484"
2,2018년 02월 27일,tue,셰이프 오브 워터: 사랑의 모양,"191,388,200",8.8%,"-6,152,800
(-3.1%)","1,794,189,455","24,650","-604
(-2.4%)","212,464",350,"1,320"
3,2018년 02월 27일,tue,조선명탐정: 흡혈괴마의 비밀,"148,108,200",6.8%,"1,089,900
(0.7%)","19,702,569,064","20,566","524
(2.6%)","2,427,333",573,"2,002"
4,2018년 02월 27일,tue,골든슬럼버,"149,869,900",6.9%,"-11,339,500
(-7.0%)","11,288,964,898","20,252","-1,450
(-6.7%)","1,369,546",597,"2,194"
5,2018년 02월 27일,tue,50가지 그림자: 해방,"105,010,600",4.8%,"-4,700,500
(-4.3%)","1,240,860,000","13,136","-544
(-4.0%)","143,408",200,909
6,2018년 02월 27일,tue,패딩턴 2,"56,922,000",2.6%,"11,355,300
(24.9%)","2,286,271,300","8,513","1,789
(26.6%)","303,113",205,303
7,2018년 02월 27일,tue,코코,"51,034,800",2.4%,"12,224,200
(31.5%)","27,633,433,740","7,290","1,812
(33.1%)","3,501,751",239,344
8,2018년 02월 27일,tue,반딧불이 딘딘,"36,414,800",1.7%,"5,219,400
(16.7%)","205,918,800","5,494","778
(16.5%)","29,414",274,336
9,2018년 02월 27일,tue,명탐정 코난:감벽의 관,"37,194,500",1.7%,"7,871,000
(26.8%)","1,754,719,900","5,439","1,130
(26.2%)","236,035",291,388
0,2018년 02월 28일,wed,궁합,"1,060,297,900",25.5%,"1,051,904,900
(12,533.1%)","1,099,034,900","175,057","173,844
(14,331.7%)","179,659",855,"4,107"
1,2018년 02월 28일,wed,리틀 포레스트,"779,250,900",18.7%,"767,144,900
(6,336.9%)","889,188,600","131,350","129,996
(9,600.9%)","146,948",831,"4,191"
2,2018년 02월 28일,wed,블랙 팬서,"744,568,300",17.9%,"71,457,700
(10.6%)","40,772,915,402","114,218","27,137
(31.2%)","4,789,420",701,"2,741"
3,2018년 02월 28일,wed,월요이 사라졌다,"505,660,100",12.2%,"38,741,900
(8.3%)","3,772,166,500","81,308","22,875
(39.1%)","469,685",321,"1,177"
4,2018년 02월 28일,wed,나미야 잡화점의 기적,"299,807,100",7.2%,"274,612,600
(1,090.0%)","349,059,600","49,465","47,055
(1,952.5%)","54,671",479,"1,213"
5,2018년 02월 28일,wed,셰이프 오브 워터: 사랑의 모양,"146,373,500",3.5%,"-45,014,700
(-23.5%)","1,940,562,955","23,504","-1,146
(-4.6%)","235,968",266,680
6,2018년 02월 28일,wed,레드 스패로,"111,196,600",2.7%,"111,196,600
(100.0%)","114,190,600","17,633","17,633
(100.0%)","18,053",389,893
7,2018년 02월 28일,wed,더 포스트,"93,416,100",2.2%,"85,568,100
(1,090.3%)","142,373,800","14,731","13,651
(1,264.0%)","20,554",281,614
8,2018년 02월 28일,wed,게이트,"89,426,200",2.2%,"87,450,200
(4,425.6%)","104,504,200","13,723","13,476
(5,455.9%)","15,613",179,528
9,2018년 02월 28일,wed,50가지 그림자: 해방,"73,151,300",1.8%,"-31,859,300
(-30.3%)","1,314,011,300","11,788","-1,348
(-10.3%)","155,196",155,370
0,2018년 03월 01일,thu,궁합,"2,095,006,200",28.5%,"1,034,708,300
(97.6%)","3,194,041,100","254,670","79,613
(45.5%)","434,329",876,"4,228"
1,2018년 03월 01일,thu,리틀 포레스트,"1,385,057,900",18.9%,"605,807,000
(77.7%)","2,274,246,500","167,097","35,747
(27.2%)","314,045",884,"4,275"
2,2018년 03월 01일,thu,블랙 팬서,"1,266,180,800",17.2%,"521,612,500
(70.1%)","42,039,096,202","150,161","35,943
(31.5%)","4,939,581",711,"2,662"
3,2018년 03월 01일,thu,월요이 사라졌다,"901,871,900",12.3%,"396,211,800
(78.4%)","4,674,038,400","105,146","23,838
(29.3%)","574,831",381,"1,444"
4,2018년 03월 01일,thu,나미야 잡화점의 기적,"347,332,500",4.7%,"47,525,400
(15.9%)","696,392,100","42,663","-6,802
(-13.8%)","97,334",532,"1,306"
5,2018년 03월 01일,thu,셰이프 오브 워터: 사랑의 모양,"253,927,700",3.5%,"107,554,200
(73.5%)","2,194,490,655","29,442","5,938
(25.3%)","265,410",287,666
6,2018년 03월 01일,thu,레드 스패로,"180,163,300",2.5%,"68,966,700
(62.0%)","294,353,900","21,188","3,555
(20.2%)","39,241",384,816
7,2018년 03월 01일,thu,게이트,"169,687,500",2.3%,"80,261,300
(89.8%)","274,191,700","19,761","6,038
(44.0%)","35,374",208,554
8,2018년 03월 01일,thu,더 포스트,"146,777,400",2.0%,"53,361,300
(57.1%)","289,151,200","17,818","3,087
(21.0%)","38,372",263,572
9,2018년 03월 01일,thu,패딩턴 2,"91,299,000",1.2%,"59,134,700
(183.9%)","2,409,734,600","11,990","6,961
(138.4%)","320,132",148,189
0,2018년 03월 02일,fri,궁합,"848,457,053",27.8%,"-1,246,549,147
(-59.5%)","4,042,498,153","103,101","-151,569
(-59.5%)","537,430",884,"4,283"
1,2018년 03월 02일,fri,리틀 포레스트,"658,080,114",21.6%,"-726,977,786
(-52.5%)","2,932,326,614","78,782","-88,315
(-52.9%)","392,827",830,"4,103"
2,2018년 03월 02일,fri,블랙 팬서,"474,042,533",15.6%,"-792,138,267
(-62.6%)","42,513,138,735","54,702","-95,459
(-63.6%)","4,994,283",708,"2,636"
3,2018년 03월 02일,fri,월요이 사라졌다,"367,166,300",12.0%,"-534,705,600
(-59.3%)","5,041,204,700","41,821","-63,325
(-60.2%)","616,652",353,"1,450"
4,2018년 03월 02일,fri,셰이프 오브 워터: 사랑의 모양,"134,044,467",4.4%,"-119,883,233
(-47.2%)","2,328,535,122","15,536","-13,906
(-47.2%)","280,946",295,702
5,2018년 03월 02일,fri,나미야 잡화점의 기적,"121,412,547",4.0%,"-225,919,953
(-65.0%)","817,804,647","14,587","-28,076
(-65.8%)","111,921",502,"1,252"
6,2018년 03월 02일,fri,레드 스패로,"93,155,600",3.1%,"-87,007,700
(-48.3%)","387,509,500","11,077","-10,111
(-47.7%)","50,318",383,814
7,2018년 03월 02일,fri,더 포스트,"75,638,200",2.5%,"-71,139,200
(-48.5%)","364,789,400","9,159","-8,659
(-48.6%)","47,531",267,573
8,2018년 03월 02일,fri,게이트,"71,060,700",2.3%,"-98,626,800
(-58.1%)","345,252,400","8,289","-11,472
(-58.1%)","43,663",203,545
9,2018년 03월 02일,fri,50가지 그림자: 해방,"65,029,000",2.1%,"-44,810,500
(-40.8%)","1,488,879,800","7,113","-4,809
(-40.3%)","174,231",146,369
0,2018년 03월 03일,sat,궁합,"1,726,715,862",29.4%,"878,258,809
(103.5%)","5,769,214,015","207,151","104,050
(100.9%)","744,581",966,"4,736"
1,2018년 03월 03일,sat,리틀 포레스트,"1,292,433,216",22.0%,"634,353,102
(96.4%)","4,224,759,830","154,014","75,232
(95.5%)","546,841",830,"3,952"
2,2018년 03월 03일,sat,블랙 팬서,"964,399,822",16.4%,"490,357,289
(103.4%)","43,477,538,557","111,713","57,011
(104.2%)","5,105,996",787,"2,939"
3,2018년 03월 03일,sat,월요이 사라졌다,"706,128,200",12.0%,"338,961,900
(92.3%)","5,747,332,900","80,484","38,663
(92.4%)","697,136",371,"1,521"
4,2018년 03월 03일,sat,셰이프 오브 워터: 사랑의 모양,"220,279,378",3.7%,"86,234,911
(64.3%)","2,548,814,500","25,213","9,677
(62.3%)","306,159",280,677
5,2018년 03월 03일,sat,나미야 잡화점의 기적,"206,244,038",3.5%,"84,831,491
(69.9%)","1,024,048,685","25,015","10,428
(71.5%)","136,936",495,"1,164"
6,2018년 03월 03일,sat,레드 스패로,"143,546,600",2.4%,"50,391,000
(54.1%)","531,056,100","16,877","5,800
(52.4%)","67,195",371,702
7,2018년 03월 03일,sat,게이트,"138,243,200",2.4%,"67,182,500
(94.5%)","483,495,600","15,872","7,583
(91.5%)","59,535",203,551
8,2018년 03월 03일,sat,더 포스트,"132,455,800",2.3%,"56,817,600
(75.1%)","497,245,200","15,703","6,544
(71.4%)","63,234",262,543
9,2018년 03월 03일,sat,50가지 그림자: 해방,"89,380,600",1.5%,"24,351,600
(37.4%)","1,578,260,400","9,816","2,703
(38.0%)","184,047",144,321
0,2018년 03월 04일,sun,궁합,"1,504,691,700",29.7%,"-222,024,162
(-12.9%)","7,273,905,715","179,647","-27,504
(-13.3%)","924,228",965,"4,579"
1,2018년 03월 04일,sun,리틀 포레스트,"1,167,919,900",23.0%,"-124,513,316
(-9.6%)","5,392,679,730","139,732","-14,282
(-9.3%)","686,573",833,"3,861"
2,2018년 03월 04일,sun,블랙 팬서,"774,225,800",15.3%,"-190,174,022
(-19.7%)","44,251,764,357","89,979","-21,734
(-19.5%)","5,195,975",760,"2,805"
3,2018년 03월 04일,sun,월요이 사라졌다,"577,713,100",11.4%,"-128,415,100
(-18.2%)","6,325,046,000","65,563","-14,921
(-18.5%)","762,699",351,"1,453"
4,2018년 03월 04일,sun,셰이프 오브 워터: 사랑의 모양,"189,768,500",3.7%,"-30,510,878
(-13.9%)","2,738,583,000","21,712","-3,501
(-13.9%)","327,871",291,683
5,2018년 03월 04일,sun,나미야 잡화점의 기적,"168,103,500",3.3%,"-38,140,538
(-18.5%)","1,192,152,185","20,395","-4,620
(-18.5%)","157,331",483,"1,088"
6,2018년 03월 04일,sun,게이트,"138,946,900",2.7%,"703,700
(0.5%)","622,442,500","15,897","25
(0.2%)","75,432",208,546
7,2018년 03월 04일,sun,더 포스트,"118,610,500",2.3%,"-13,845,300
(-10.5%)","615,855,700","14,167","-1,536
(-9.8%)","77,401",254,539
8,2018년 03월 04일,sun,레드 스패로,"120,892,600",2.4%,"-22,654,000
(-15.8%)","651,948,700","14,135","-2,742
(-16.2%)","81,330",365,677
9,2018년 03월 04일,sun,50가지 그림자: 해방,"66,206,300",1.3%,"-23,174,300
(-25.9%)","1,644,466,700","7,158","-2,658
(-27.1%)","191,205",140,309
0,2018년 03월 05일,mon,궁합,"443,388,300",27.9%,"-1,061,303,400
(-70.5%)","7,717,294,015","59,586","-120,061
(-66.8%)","983,814",855,"4,174"
1,2018년 03월 05일,mon,리틀 포레스트,"385,233,100",24.3%,"-782,686,800
(-67.0%)","5,777,912,830","50,835","-88,897
(-63.6%)","737,408",751,"3,711"
2,2018년 03월 05일,mon,블랙 팬서,"201,306,800",12.7%,"-572,919,000
(-74.0%)","44,453,071,157","25,595","-64,384
(-71.6%)","5,221,570",666,"2,476"
3,2018년 03월 05일,mon,월요이 사라졌다,"160,809,300",10.1%,"-416,903,800
(-72.2%)","6,485,855,300","19,965","-45,598
(-69.5%)","782,664",304,"1,308"
4,2018년 03월 05일,mon,셰이프 오브 워터: 사랑의 모양,"88,035,100",5.5%,"-101,733,400
(-53.6%)","2,826,618,100","11,205","-10,507
(-48.4%)","339,076",267,717
5,2018년 03월 05일,mon,레드 스패로,"53,266,000",3.4%,"-67,626,600
(-55.9%)","705,214,700","7,057","-7,078
(-50.1%)","88,387",374,742
6,2018년 03월 05일,mon,나미야 잡화점의 기적,"48,039,400",3.0%,"-120,064,100
(-71.4%)","1,240,191,585","6,403","-13,992
(-68.6%)","163,734",443,"1,006"
7,2018년 03월 05일,mon,더 포스트,"47,622,500",3.0%,"-70,988,000
(-59.8%)","663,478,200","6,399","-7,768
(-54.8%)","83,800",273,573
8,2018년 03월 05일,mon,게이트,"46,947,600",3.0%,"-91,999,300
(-66.2%)","669,390,100","5,975","-9,922
(-62.4%)","81,407",182,537
9,2018년 03월 05일,mon,50가지 그림자: 해방,"29,322,700",1.8%,"-36,883,600
(-55.7%)","1,673,789,400","3,695","-3,463
(-48.4%)","194,900",131,331
0,2018년 03월 06일,tue,궁합,"393,224,900",25.8%,"-50,163,400
(-11.3%)","8,110,518,915","53,369","-6,217
(-10.4%)","1,037,183",856,"4,103"
1,2018년 03월 06일,tue,리틀 포레스트,"359,487,700",23.6%,"-25,745,400
(-6.7%)","6,137,400,530","47,876","-2,959
(-5.8%)","785,284",766,"3,716"
2,2018년 03월 06일,tue,블랙 팬서,"167,425,200",11.0%,"-33,881,600
(-16.8%)","44,620,496,357","21,350","-4,245
(-16.6%)","5,242,920",653,"2,402"
3,2018년 03월 06일,tue,월요이 사라졌다,"129,036,400",8.5%,"-31,772,900
(-19.8%)","6,614,891,700","16,109","-3,856
(-19.3%)","798,773",306,"1,234"
4,2018년 03월 06일,tue,셰이프 오브 워터: 사랑의 모양,"107,656,700",7.1%,"19,621,600
(22.3%)","2,934,274,800","14,555","3,350
(29.9%)","353,631",303,767
5,2018년 03월 06일,tue,레드 스패로,"47,727,000",3.1%,"-5,539,000
(-10.4%)","752,941,700","6,403","-654
(-9.3%)","94,790",376,741
6,2018년 03월 06일,tue,나미야 잡화점의 기적,"45,186,100",3.0%,"-2,853,300
(-5.9%)","1,285,377,685","6,095","-308
(-4.8%)","169,829",454,"1,004"
7,2018년 03월 06일,tue,더 포스트,"44,284,100",2.9%,"-3,338,400
(-7.0%)","707,762,300","6,086","-313
(-4.9%)","89,886",269,563
8,2018년 03월 06일,tue,지금 만나러 갑니다,"47,170,500",3.1%,"43,962,500
(1,370.4%)","50,692,500","5,945","5,544
(1,382.5%)","6,503",31,32
9,2018년 03월 06일,tue,게이트,"40,778,800",2.7%,"-6,168,800
(-13.1%)","710,168,900","5,145","-830
(-13.9%)","86,552",184,515
0,2018년 03월 07일,wed,사라진 밤,"438,121,700",26.2%,"407,054,800
(1,310.3%)","500,164,600","57,161","53,185
(1,337.7%)","65,384",697,"3,388"
1,2018년 03월 07일,wed,궁합,"299,106,100",17.9%,"-94,118,800
(-23.9%)","8,409,625,015","40,867","-12,502
(-23.4%)","1,078,050",748,"3,423"
2,2018년 03월 07일,wed,리틀 포레스트,"303,065,600",18.2%,"-56,422,100
(-15.7%)","6,440,466,130","40,047","-7,829
(-16.4%)","825,331",667,"3,101"
3,2018년 03월 07일,wed,블랙 팬서,"124,969,000",7.5%,"-42,456,200
(-25.4%)","44,745,465,357","16,010","-5,340
(-25.0%)","5,258,930",508,"1,773"
4,2018년 03월 07일,wed,월요이 사라졌다,"93,448,800",5.6%,"-35,587,600
(-27.6%)","6,708,340,500","11,643","-4,466
(-27.7%)","810,416",220,947
5,2018년 03월 07일,wed,셰이프 오브 워터: 사랑의 모양,"85,902,300",5.1%,"-21,754,400
(-20.2%)","3,020,177,100","11,064","-3,491
(-24.0%)","364,695",258,693
6,2018년 03월 07일,wed,온리 더 브레이브,"70,006,000",4.2%,"67,504,500
(2,698.6%)","89,692,500","9,193","8,784
(2,147.7%)","11,674",283,746
7,2018년 03월 07일,wed,플로리다 프로젝트,"40,965,600",2.5%,"40,965,600
(100.0%)","110,505,300","5,187","5,187
(100.0%)","13,520",116,466
8,2018년 03월 07일,wed,더 포스트,"33,318,300",2.0%,"-10,965,800
(-24.8%)","741,080,600","4,485","-1,601
(-26.3%)","94,371",186,425
9,2018년 03월 07일,wed,나미야 잡화점의 기적,"27,417,500",1.6%,"-17,768,600
(-39.3%)","1,312,795,185","3,684","-2,411
(-39.6%)","173,513",312,573
0,2018년 03월 08일,thu,사라진 밤,"497,039,400",25.3%,"58,917,700
(13.4%)","997,204,000","65,087","7,926
(13.9%)","130,471",608,"2,997"
1,2018년 03월 08일,thu,툼레이더,"460,361,800",23.4%,"456,945,800
(13,376.6%)","470,763,800","59,418","58,966
(13,045.6%)","60,369",758,"3,734"
2,2018년 03월 08일,thu,리틀 포레스트,"265,183,900",13.5%,"-37,881,700
(-12.5%)","6,705,650,030","35,210","-4,837
(-12.1%)","860,541",580,"2,393"
3,2018년 03월 08일,thu,궁합,"247,526,700",12.6%,"-51,579,400
(-17.2%)","8,657,151,715","33,911","-6,956
(-17.0%)","1,111,961",618,"2,597"
4,2018년 03월 08일,thu,블랙 팬서,"79,358,900",4.0%,"-45,610,100
(-36.5%)","44,824,824,257","10,437","-5,573
(-34.8%)","5,269,367",402,"1,060"
